1674103715830028585,1018.3015
1674103715931266137,1019.4448
1674103716036606501,1019.0254
1674103716129863585,1018.646
1674103716246867699,1018.3511
1674103716330475303,1018.1387
1674103716443140355,1017.9678
1674103716530776605,1017.82153
1674103716632455407,1017.70776
1674103716730489209,1017.6133
1674103716832460876,1017.54175
1674103716930738741,1017.50146
1674103717033391188,1017.50146
1674103717131689834,1017.4575
1674103717233217490,1017.4282
1674103717331110303,1017.3772
1674103717432877126,1017.3594
1674103717531448219,1017.3513
1674103717632507021,1017.3396
1674103717731179001,1017.3406
1674103717831437386,1017.33203
1674103717931202126,1017.3103
1674103718032715094,1017.3047
1674103718131235563,1017.3015
1674103718232766969,1017.30835
1674103718331338271,1017.2771
1674103718432832021,1017.2671
1674103718531661709,1017.26953
1674103718632277438,1017.27466
1674103718731470927,1017.2495
1674103718831084000,1017.2644
1674103718930644625,1017.2556
1674103719032634677,1017.2488
1674103719131232386,1017.2439
1674103719231459365,1017.2439
1674103719331014313,1017.2495
1674103719432015354,1017.2632
1674103719530726292,1017.2505
1674103719631745198,1017.2583
1674103719731369573,1017.2742
1674103719832112385,1017.2798
1674103719931584469,1017.2866
1674103720031854156,1017.302
1674103720130811552,1017.312
1674103720232089573,1017.2903
1674103720330214364,1017.3235
1674103720432561291,1017.3567
1674103720530196031,1017.9275
1674103720631782593,1019.1487
1674103720730231864,1020.93115
1674103720830775354,1023.1404
1674103720929895510,1023.1404
1674103721030673895,1025.4521
1674103721129884416,1027.6487
1674103721230506239,1029.7332
1674103721330111968,1031.7329
1674103721431775614,1033.6743
1674103721530027228,1035.6692
1674103721632240718,1037.814
1674103721731838478,1040.0002
1674103721831368582,1042.0894
1674103721929843166,1044.0908
1674103722031616082,1045.9241
1674103722130681030,1047.5491
1674103722231781343,1048.9714
1674103722330180093,1050.2205
1674103722431752332,1051.3271
1674103722530730874,1052.2659
1674103722632012436,1052.8965
1674103722730860353,1053.2947
1674103722832124884,1053.6377
1674103722930025769,1053.9285
1674103723032379415,1054.168
1674103723130017436,1054.3721
1674103723232021238,1054.5591
1674103723329921967,1054.7412
1674103723431868269,1054.9033
1674103723530602905,1055.043
1674103723631060717,1055.1902
1674103723730313738,1055.3645
1674103723831207488,1055.55
1674103723930581759,1055.7275
1674103724031451446,1055.8687
1674103724130476186,1055.9893
1674103724231331238,1056.1326
1674103724330188581,1056.3
1674103724431205977,1056.4873
1674103724530519363,1056.6421
1674103724631454206,1056.7415
1674103724730442175,1056.8391
1674103724831888633,1056.8391
1674103724930360717,1056.9773
1674103725032040040,1057.1562
1674103725130682852,1057.352
1674103725230932487,1057.543
1674103725329867435,1057.7197
1674103725432350039,1057.8826
1674103725529980196,1058.031
1674103725631993425,1058.1887
1674103725731303216,1058.3367
1674103725831106341,1058.4868
1674103725930444050,1058.6238
1674103726032203997,1058.7532
1674103726130171029,1058.8618
1674103726231467591,1059.0073
1674103726330076081,1059.1736
1674103726432149101,1059.3455
1674103726531338633,1059.5427
1674103726631476028,1059.7551
1674103726730913841,1059.991
1674103726831000455,1060.2393
1674103726930116914,1060.4893
1674103727031838737,1060.7446
1674103727130491028,1061.0154
1674103727231563997,1061.3188
1674103727330088007,1061.624
1674103727431191914,1061.9368
1674103727531621601,1062.2688
1674103727630869049,1062.6143
1674103727730143997,1062.9563
1674103727830962330,1063.2988
1674103727930128840,1063.6248
1674103728031354934,1063.9507
1674103728129853892,1064.2576
1674103728231195924,1064.5481
1674103728330545142,1064.8281
1674103728431046288,1065.0779
1674103728530768372,1065.3022
1674103728631837069,1065.511
1674103728730501340,1065.6973
1674103728831998423,1065.6973
1674103728930843840,1065.8542
1674103729030885871,1065.9983
1674103729130086861,1066.1431
1674103729231677434,1066.2825
1674103729330365819,1066.4126
1674103729430403996,1066.5505
1674103729530270975,1066.689
1674103729631399048,1066.8171
1674103729731569256,1066.9412
1674103729830913371,1067.0437
1674103729930974933,1067.1438
1674103730031613371,1067.229
1674103730131403215,1067.3003
1674103730231063423,1067.3555
1674103730330306860,1067.3796
1674103730431668840,1067.3892
1674103730530426912,1067.3955
1674103730631000506,1067.3892
1674103730730594516,1067.3721
1674103730831952277,1067.3513
1674103730930498475,1067.3267
1674103731032149048,1067.3132
1674103731130760350,1067.3196
1674103731232220610,1067.3064
1674103731330364204,1067.291
1674103731431910975,1067.2725
1674103731531802381,1067.2527
1674103731631074256,1067.2327
1674103731730098787,1067.2197
1674103731832094672,1067.2012
1674103731930799829,1067.1765
1674103732032178735,1067.1575
1674103732130533162,1067.1458
1674103732232191287,1067.1367
1674103732330786339,1067.1345
1674103732431404047,1067.1345
1674103732530362068,1067.1392
1674103732631465610,1067.1584
1674103732730728214,1067.1975
1674103732831340557,1067.1975
1674103732930623734,1067.2449
1674103733031550245,1067.2969
1674103733130244307,1067.3633
1674103733231472849,1067.4358
1674103733330928005,1067.523
1674103733431490401,1067.6345
1674103733530982901,1067.7405
1674103733632093578,1067.8647
1674103733730923526,1067.9934
1674103733831147015,1068.1265
1674103733930825036,1068.2627
1674103734031383005,1068.4075
1674103734130261546,1068.5664
1674103734231080348,1068.7161
1674103734330547067,1068.8513
1674103734432528213,1068.9656
1674103734530875921,1069.0732
1674103734632213890,1069.1814
1674103734730146546,1069.2769
1674103734830928369,1069.3899
1674103734932388786,1069.489
1674103735031349202,1069.5842
1674103735130465817,1069.6631
1674103735231451859,1069.7432
1674103735330396754,1069.8113
1674103735431179879,1069.863
1674103735531892796,1069.9106
1674103735630975140,1069.9404
1674103735730812588,1069.9739
1674103735831074723,1069.9927
1674103735930124410,1070.0063
1674103736030806442,1070.0042
1674103736130180556,1070.0056
1674103736231191546,1069.992
1674103736330526598,1069.9812
1674103736431239566,1069.9851
1674103736530321598,1069.9773
1674103736630703733,1069.9773
1674103736730136129,1069.9634
1674103736831776129,1069.9441
1674103736930794931,1069.9265
1674103737030829410,1069.9119
1674103737130883108,1069.8967
1674103737231424358,1069.8955
1674103737331890243,1069.9099
1674103737430943264,1069.9355
1674103737530991337,1069.9792
1674103737631413628,1070.0386
1674103737730394305,1070.1206
1674103737831307743,1070.2224
1674103737930758524,1070.3315
1674103738030959878,1070.4382
1674103738130081441,1070.532
1674103738231300972,1070.6218
1674103738330979774,1070.709
1674103738430287586,1070.8032
1674103738530477118,1070.8643
1674103738631383576,1070.9016
1674103738730560347,1070.9121
1674103738830544722,1070.9001
1674103738930920711,1070.8857
1674103739030922638,1070.8489
1674103739130423576,1070.8
1674103739231246545,1070.7332
1674103739330696649,1070.6423
1674103739430386024,1070.5532
1674103739532000971,1070.4741
1674103739630722951,1070.3713
1674103739729887846,1070.2698
1674103739835923888,1070.1692
1674103739930220607,1070.0803
1674103740030483888,1069.987
1674103740130344044,1069.8992
1674103740231596648,1069.825
1674103740330763055,1069.771
1674103740432431336,1069.7358
1674103740530255815,1069.7063
1674103740631895346,1069.7063
1674103740730823940,1069.6714
1674103740831968575,1069.644
1674103740930969513,1069.6401
1674103741032192065,1069.6602
1674103741130542429,1069.6855
1674103741230999929,1069.7166
1674103741331862273,1069.7434
1674103741431456960,1069.8047
1674103741530173054,1069.8701
1674103741630874512,1069.9221
1674103741730093471,1069.9775
1674103741830935658,1070.0308
1674103741930201596,1070.093
1674103742031560137,1070.1738
1674103742130545762,1070.2498
1674103742231383991,1070.3318
1674103742329907950,1070.4089
1674103742431902637,1070.5049
1674103742530186960,1070.6047
1674103742632643418,1070.708
1674103742730952324,1070.7856
1674103742831434512,1070.8794
1674103742930583158,1070.9548
1674103743031214720,1071.0298
1674103743130176803,1071.1182
1674103743232083262,1071.1736
1674103743330196230,1071.2207
1674103743431915032,1071.2576
1674103743530634460,1071.282
1674103743631926230,1071.293
1674103743730120709,1071.293
1674103743830951126,1071.28
1674103743930103886,1071.2671
1674103744031835189,1071.2537
1674103744130989095,1071.2312
1674103744231947480,1071.2219
1674103744330071074,1071.2168
1674103744432448365,1071.2383
1674103744530925188,1071.2383
1674103744631939511,1071.2625
1674103744730673834,1071.2808
1674103744831103417,1071.2932
1674103744929855813,1071.3115
1674103745031043053,1071.3499
1674103745130090501,1071.3943
1674103745231336073,1071.4421
1674103745330654615,1071.4995
1674103745430485344,1071.5662
1674103745530988521,1071.6326
1674103745630812323,1071.6821
1674103745730230813,1071.7393
1674103745830142115,1071.7815
1674103745930554719,1071.8169
1674103746030683365,1071.8628
1674103746130408052,1071.9019
1674103746231623938,1071.926
1674103746329924146,1071.9292
1674103746431712011,1071.9199
1674103746530194823,1071.9155
1674103746632300188,1071.9028
1674103746729961490,1071.8853
1674103746831398312,1071.8782
1674103746931014198,1071.8901
1674103747030993000,1071.9163
1674103747131774041,1071.9734
1674103747231200135,1072.0522
1674103747331056385,1072.1328
1674103747430787062,1072.2197
1674103747531051437,1072.3096
1674103747630656698,1072.4092
1674103747731000552,1072.5015
1674103747830504979,1072.5962
1674103747930189875,1072.6882
1674103748031270499,1072.759
1674103748130085291,1072.8337
1674103748231626645,1072.9075
1674103748331036281,1072.9631
1674103748431887062,1072.9631
1674103748531054978,1073.0151
1674103748631075603,1073.0596
1674103748731038155,1073.0984
1674103748830832322,1073.1313
1674103748930291124,1073.1423
1674103749031318728,1073.1724
1674103749130163103,1073.1841
1674103749230970134,1073.1965
1674103749332209874,1073.207
1674103749431524249,1073.2256
1674103749530435291,1073.2227
1674103749631704145,1073.2202
1674103749730954978,1073.2185
1674103749831042165,1073.2012
1674103749929851280,1073.1743
1674103750031031176,1073.1663
1674103750129843155,1073.1594
1674103750231402842,1073.1255
1674103750331127686,1073.073
1674103750431325186,1073.0198
1674103750530319926,1072.9592
1674103750631778571,1072.8958
1674103750730798780,1072.8369
1674103750830888780,1072.7837
1674103750930488884,1072.7285
1674103751031606384,1072.6804
1674103751135175238,1072.6316
